condition,step,segment,truth,human_action,human_micro,human_holding,most_likely,confidence,dist...
s00_on,14,,d(item_3),move_to,step,,d(item_3),0.8384,0.0747,0.8384,0.001,0.001,0.001,0.0838
s00_on,15,,d(item_3),move_to,step,,d(item_3),0.8548,0.0568,0.8548,0.001,0.001,0.001,0.0855
s00_on,16,,d(item_3),move_to,step,,d(item_3),0.8677,0.0425,0.8677,0.001,0.001,0.001,0.0868
s00_on,17,,d(item_3),move_to,step,,d(item_3),0.8779,0.0314,0.8779,0.001,0.001,0.001,0.0878
s00_on,18,,d(item_3),move_to,step,,d(item_3),0.8856,0.0229,0.8856,0.001,0.001,0.001,0.0886
s00_on,19,,d(item_3),move_to,step,,d(item_3),0.8913,0.0165,0.8913,0.001,0.001,0.001,0.0891
s00_on,20,,d(item_3),move_to,step,,d(item_3),0.8956,0.0118,0.8956,0.001,0.001,0.001,0.0896
s00_on,21,,d(item_3),move_to,step,,d(item_3),0.8987,0.0084,0.8987,0.001,0.001,0.001,0.0899
s00_on,22,,d(item_3),move_to,step,,d(item_3),0.901,0.006,0.901,0.001,0.001,0.001,0.0901
s00_on,23,,d(item_3),move_to,step,,d(item_3),0.9026,0.0042,0.9026,0.001,0.001,0.001,0.0903
s00_on,24,,d(item_3),move_to,step,,d(item_3),0.9037,0.0029,0.9037,0.001,0.001,0.001,0.0904
s00_on,25,,d(item_3),move_to,step,,d(item_3),0.9045,0.002,0.9045,0.001,0.001,0.001,0.0905
s00_on,26,,d(item_3),move_to,step,,d(item_3),0.9051,0.0014,0.9051,0.001,0.001,0.001,0.0905
s00_on,27,,d(item_3),move_to,step,,d(item_3),0.9055,0.001,0.9055,0.001,0.001,0.001,0.0905
s00_on,28,,d(item_3),move_to,step,,d(item_3),0.9055,0.001,0.9055,0.001,0.001,0.001,0.0905
s00_on,29,,d(item_3),move_to,step,,d(item_3),0.9055,0.001,0.9055,0.001,0.001,0.001,0.0905
s00_on,30,,d(item_3),move_to,step,,d(item_3),0.9055,0.001,0.9055,0.001,0.001,0.001,0.0905
s00_on,31,,d(item_3),move_to,step,,d(item_3),0.9055,0.001,0.9055,0.001,0.001,0.001,0.0905
s00_on,32,,d(item_3),move_to,step,,d(item_3),0.9055,0.001,0.9055,0.001,0.001,0.001,0.0905
s00_on,33,,d(item_3),move_to,step,,d(item_3),0.9055,0.001,0.9055,0.001,0.001,0.001,0.0905
s00_on,34,,d(item_3),move_to,step,,d(item_3),0.9055,0.001,0.9055,0.001,0.001,0.001,0.0905
s00_on,35,,d(item_3),move_to,step,,d(item_3),0.9055,0.001,0.9055,0.001,0.001,0.001,0.0905
s00_on,36,,d(item_3),move_to,step,,d(item_3),0.9055,0.001,0.9055,0.001,0.001,0.001,0.0905
s00_on,37,,d(item_3),move_to,step,,d(item_3),0.9055,0.001,0.9055,0.001,0.001,0.001,0.0905
s00_on,38,,d(item_3),move_to,step,,d(item_3),0.9055,0.001,0.9055,0.001,0.001,0.001,0.0905
s00_on,39,,d(item_3),move_to,step,,d(item_3),0.9861,0.001,0.9861,0.001,0.001,0.001,0.0099
s00_on,40,,d(item_3),move_to,,,d(item_3),0.9861,0.001,0.9861,0.001,0.001,0.001,0.0099
s00_on,41,,d(item_3),pick_up,grasp,item_3,d(item_3),0.9861,0.001,0.9861,0.001,0.001,0.001,0.0099
s00_on,42,,d(item_3),pick_up,,item_3,d(item_3),0.9861,0.001,0.9861,0.001,0.001,0.001,0.0099
s00_on,43,,d(item_3),move_to,step,item_3,d(item_3),0.995,0.001,0.995,0.001,0.001,0.001,0.001
s00_on,44,,d(item_3),move_to,step,item_3,d(item_3),0.995,0.001,0.995,0.001,0.001,0.001,0.001
s00_on,45,,d(item_3),move_to,step,item_3,d(item_3),0.995,0.001,0.995,0.001,0.001,0.001,0.001
s00_on,46,,d(item_3),move_to,step,item_3,d(item_3),0.995,0.001,0.995,0.001,0.001,0.001,0.001
s00_on,47,,d(item_3),move_to,step,item_3,d(item_3),0.995,0.001,0.995,0.001,0.001,0.001,0.001
s00_on,48,,d(item_3),move_to,step,item_3,d(item_3),0.995,0.001,0.995,0.001,0.001,0.001,0.001
s00_on,49,,d(item_3),move_to,step,item_3,d(item_3),0.995,0.001,0.995,0.001,0.001,0.001,0.001
s00_on,50,,d(item_3),move_to,step,item_3,d(item_3),0.995,0.001,0.995,0.001,0.001,0.001,0.001
s00_on,51,,d(item_3),move_to,step,item_3,d(item_3),0.995,0.001,0.995,0.001,0.001,0.001,0.001
s00_on,52,,d(item_3),move_to,step,item_3,d(item_3),0.995,0.001,0.995,0.001,0.001,0.001,0.001
s00_on,53,,d(item_3),move_to,step,item_3,d(item_3),0.995,0.001,0.995,0.001,0.001,0.001,0.001
s00_on,54,,d(item_3),move_to,step,item_3,d(item_3),0.995,0.001,0.995,0.001,0.001,0.001,0.001
s00_on,55,,d(item_3),move_to,step,item_3,d(item_3),0.995,0.001,0.995,0.001,0.001,0.001,0.001
s00_on,56,,d(item_3),move_to,step,item_3,d(item_3),0.995,0.001,0.995,0.001,0.001,0.001,0.001
s00_on,57,,d(item_3),move_to,step,item_3,d(item_3),0.995,0.001,0.995,0.001,0.001,0.001,0.001
s00_on,58,,d(item_3),move_to,step,item_3,d(item_3),0.995,0.001,0.995,0.001,0.001,0.001,0.001
