condition,step,hypothesis,expected_action,excess_cm,base,belief,walked_cm
nofold/s20_off,116,d(item_7),move_to(?target=shelf_2),1000.0,0.814616,0.001,500.0
nofold/s20_off,117,d(item_2),move_to(?target=kitting_table_0),0.0,0.909046,0.9055,540.0
nofold/s20_off,117,d(item_6),move_to(?target=shelf_2),1040.0,0.001353,0.001,520.0
nofold/s20_off,117,d(item_7),move_to(?target=shelf_2),1040.0,0.814636,0.001,520.0
nofold/s20_off,118,d(item_2),move_to(?target=kitting_table_0),0.0,0.909061,0.9055,560.0
nofold/s20_off,118,d(item_6),move_to(?target=shelf_2),1080.0,0.001353,0.001,540.0
nofold/s20_off,118,d(item_7),move_to(?target=shelf_2),1080.0,0.814649,0.001,540.0
nofold/s20_off,119,d(item_2),move_to(?target=kitting_table_0),0.0,0.909071,0.9055,580.0
nofold/s20_off,119,d(item_6),move_to(?target=shelf_2),1120.0,0.001353,0.001,560.0
nofold/s20_off,119,d(item_7),move_to(?target=shelf_2),1120.0,0.814658,0.001,560.0
nofold/s20_off,120,d(item_2),"place(?item=item_2,?target=kitting_table_0)",,0.909077,0.9055,0.0
nofold/s20_off,120,d(item_6),move_to(?target=shelf_2),1160.0,0.001353,0.001,580.0
nofold/s20_off,120,d(item_7),move_to(?target=shelf_2),1160.0,0.814664,0.001,580.0
nofold/s20_off,121,d(item_2),"place(?item=item_2,?target=kitting_table_0)",,0.909077,0.9055,0.0
nofold/s20_off,121,d(item_6),move_to(?target=shelf_2),1160.0,0.001353,0.001,580.0
nofold/s20_off,121,d(item_7),move_to(?target=shelf_2),1160.0,0.814664,0.001,580.0
nofold/s20_off,122,d(item_6),move_to(?target=item_6),0.0,0.333333,0.3323,0.0
nofold/s20_off,122,d(item_7),move_to(?target=item_7),0.0,0.333333,0.3323,0.0
nofold/s20_off,123,d(item_6),move_to(?target=item_6),0.0,0.333333,0.3323,0.0
nofold/s20_off,123,d(item_7),move_to(?target=item_7),0.0,0.333333,0.3323,0.0
nofold/s20_off,124,d(item_6),move_to(?target=item_6),0.0,0.333333,0.3323,0.0
nofold/s20_off,124,d(item_7),move_to(?target=item_7),0.0,0.333333,0.3323,0.0
nofold/s20_off,125,d(item_6),move_to(?target=item_6),0.0,0.333333,0.3323,0.0
nofold/s20_off,125,d(item_7),move_to(?target=item_7),0.0,0.333333,0.3323,0.0
nofold/s20_off,126,d(item_6),move_to(?target=item_6),0.0,0.333333,0.3323,0.0
nofold/s20_off,126,d(item_7),move_to(?target=item_7),0.0,0.333333,0.3323,0.0
nofold/s20_off,127,d(item_6),move_to(?target=item_6),0.0,0.333333,0.3323,0.0
nofold/s20_off,127,d(item_7),move_to(?target=item_7),0.0,0.333333,0.3323,0.0
nofold/s20_off,128,d(item_6),move_to(?target=item_6),0.0,0.333333,0.3323,0.0
nofold/s20_off,128,d(item_7),move_to(?target=item_7),0.0,0.333333,0.3323,0.0
nofold/s20_off,129,d(item_6),move_to(?target=item_6),0.0,0.333333,0.3323,0.0
nofold/s20_off,129,d(item_7),move_to(?target=item_7),0.0,0.333333,0.3323,0.0
nofold/s20_off,130,d(item_6),move_to(?target=item_6),0.0,0.333333,0.3323,0.0
nofold/s20_off,130,d(item_7),move_to(?target=item_7),0.0,0.333333,0.3323,0.0
nofold/s20_off,131,d(item_6),move_to(?target=item_6),0.0,0.333333,0.3323,0.0
nofold/s20_off,131,d(item_7),move_to(?target=item_7),0.0,0.333333,0.3323,0.0
nofold/s20_off,132,d(item_6),move_to(?target=item_6),0.0,0.333333,0.3323,0.0
nofold/s20_off,132,d(item_7),move_to(?target=item_7),0.0,0.333333,0.3323,0.0
nofold/s20_off,133,d(item_6),move_to(?target=item_6),0.0,0.333333,0.3323,0.0
nofold/s20_off,133,d(item_7),move_to(?target=item_7),0.0,0.333333,0.3323,0.0
nofold/s20_off,134,d(item_6),move_to(?target=item_6),0.0,0.333333,0.3323,0.0
nofold/s20_off,134,d(item_7),move_to(?target=item_7),0.0,0.333333,0.3323,0.0
nofold/s20_off,135,d(item_6),move_to(?target=item_6),0.0,0.333333,0.3323,0.0
nofold/s20_off,135,d(item_7),move_to(?target=item_7),0.0,0.333333,0.3323,0.0
nofold/s20_off,136,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,137,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,138,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,139,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,140,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,141,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,142,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,143,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,144,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,145,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,146,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,147,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,148,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,149,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,150,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,151,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,152,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,153,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,154,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,155,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,156,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,157,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,158,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,159,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,160,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,161,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,162,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,163,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,164,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,165,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,166,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,167,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,168,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,169,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,170,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,171,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,172,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,173,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,174,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,175,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,176,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,177,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,178,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,179,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,180,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,181,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,182,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,183,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,184,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,185,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,186,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,187,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,188,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,189,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,190,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,191,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,192,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,193,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,194,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,195,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,196,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,197,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,198,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_off,199,d(item_7),move_to(?target=item_7),0.0,0.5,0.498,0.0
nofold/s20_on,0,d(item_2),move_to(?target=item_2),27.8,0.509711,0.438,20.0
nofold/s20_on,0,d(item_3),move_to(?target=item_3),-0.0,0.509711,0.5082,20.0
nofold/s20_on,1,d(item_2),move_to(?target=item_2),56.9,0.548525,0.3954,40.0
nofold/s20_on,1,d(item_3),move_to(?target=item_3),-0.0,0.548525,0.5469,40.0
nofold/s20_on,2,d(item_2),move_to(?target=item_2),87.1,0.591672,0.3481,60.0
nofold/s20_on,2,d(item_3),move_to(?target=item_3),0.0,0.591672,0.5899,60.0
nofold/s20_on,3,d(item_2),move_to(?target=item_2),118.3,0.637396,0.298,80.0
nofold/s20_on,3,d(item_3),move_to(?target=item_3),0.0,0.637396,0.6355,80.0
nofold/s20_on,4,d(item_2),move_to(?target=item_2),150.5,0.683357,0.2476,100.0
nofold/s20_on,4,d(item_3),move_to(?target=item_3),0.0,0.683357,0.6813,100.0
nofold/s20_on,5,d(item_2),move_to(?target=item_2),183.5,0.727076,0.1996,120.0
nofold/s20_on,5,d(item_3),move_to(?target=item_3),-0.0,0.727076,0.7249,120.0
nofold/s20_on,6,d(item_2),move_to(?target=item_2),217.1,0.76646,0.1564,140.0
nofold/s20_on,6,d(item_3),move_to(?target=item_3),-0.0,0.76646,0.7642,140.0
nofold/s20_on,7,d(item_2),move_to(?target=item_2),251.4,0.800184,0.1194,160.0
nofold/s20_on,7,d(item_3),move_to(?target=item_3),0.0,0.800184,0.7978,160.0
nofold/s20_on,8,d(item_2),move_to(?target=item_2),286.3,0.827787,0.0892,180.0
nofold/s20_on,8,d(item_3),move_to(?target=item_3),0.0,0.827787,0.8253,180.0
nofold/s20_on,9,d(item_2),move_to(?target=item_2),321.6,0.849529,0.0653,200.0
nofold/s20_on,9,d(item_3),move_to(?target=item_3),0.0,0.849529,0.847,200.0
nofold/s20_on,10,d(item_2),move_to(?target=item_2),357.4,0.866123,0.0471,220.0
nofold/s20_on,10,d(item_3),move_to(?target=item_3),0.0,0.866123,0.8635,220.0
nofold/s20_on,11,d(item_2),move_to(?target=item_2),393.5,0.878473,0.0336,240.0
nofold/s20_on,11,d(item_3),move_to(?target=item_3),0.0,0.878473,0.8758,240.0
nofold/s20_on,12,d(item_2),move_to(?target=item_2),430.0,0.887484,0.0237,260.0
nofold/s20_on,12,d(item_3),move_to(?target=item_3),-0.0,0.887484,0.8848,260.0
nofold/s20_on,13,d(item_2),move_to(?target=item_2),466.7,0.893959,0.0166,280.0
nofold/s20_on,13,d(item_3),move_to(?target=item_3),0.0,0.893959,0.8913,280.0
nofold/s20_on,14,d(item_2),move_to(?target=item_2),503.8,0.898558,0.0116,300.0
nofold/s20_on,14,d(item_3),move_to(?target=item_3),0.0,0.898558,0.8959,300.0
nofold/s20_on,15,d(item_2),move_to(?target=item_2),541.0,0.901793,0.008,320.0
nofold/s20_on,15,d(item_3),move_to(?target=item_3),-0.0,0.901793,0.8991,320.0
nofold/s20_on,16,d(item_2),move_to(?target=item_2),578.5,0.904054,0.0055,340.0
nofold/s20_on,16,d(item_3),move_to(?target=item_3),-0.0,0.904054,0.9013,340.0
nofold/s20_on,17,d(item_2),move_to(?target=item_2),616.1,0.905625,0.0038,360.0
nofold/s20_on,17,d(item_3),move_to(?target=item_3),-0.0,0.905625,0.9029,360.0
nofold/s20_on,18,d(item_2),move_to(?target=item_2),654.0,0.906712,0.0026,380.0
nofold/s20_on,18,d(item_3),move_to(?target=item_3),-0.0,0.906712,0.904,380.0
nofold/s20_on,19,d(item_2),move_to(?target=item_2),691.9,0.907462,0.0018,400.0
nofold/s20_on,19,d(item_3),move_to(?target=item_3),-0.0,0.907462,0.9047,400.0
nofold/s20_on,20,d(item_2),move_to(?target=item_2),730.1,0.907977,0.0012,420.0
nofold/s20_on,20,d(item_3),pick_up(?item=item_3),,0.907977,0.9053,0.0
nofold/s20_on,21,d(item_2),move_to(?target=item_2),730.1,0.907977,0.0012,420.0
nofold/s20_on,21,d(item_3),pick_up(?item=item_3),,0.907977,0.9053,0.0
nofold/s20_on,22,d(item_2),"place(?item=item_3,?target=shelf_3)",,0.001225,0.0012,0.0
nofold/s20_on,22,d(item_3),move_to(?target=kitting_table_0),0.0,0.907977,0.9053,0.0
nofold/s20_on,23,d(item_2),"place(?item=item_3,?target=shelf_3)",,0.001225,0.0012,0.0
nofold/s20_on,23,d(item_3),move_to(?target=kitting_table_0),0.0,0.907977,0.9053,0.0
nofold/s20_on,24,d(item_2),move_to(?target=shelf_3),0.0,0.001225,0.0012,0.0
nofold/s20_on,24,d(item_3),move_to(?target=kitting_table_0),-0.0,0.907977,0.9053,20.0
nofold/s20_on,25,d(item_2),move_to(?target=shelf_3),38.6,0.001226,0.001,20.0
nofold/s20_on,25,d(item_3),move_to(?target=kitting_table_0),0.0,0.908189,0.9055,40.0
nofold/s20_on,26,d(item_2),move_to(?target=shelf_3),77.9,0.001226,0.001,40.0
nofold/s20_on,26,d(item_3),move_to(?target=kitting_table_0),0.0,0.90839,0.9055,60.0
nofold/s20_on,27,d(item_2),move_to(?target=shelf_3),117.4,0.001226,0.001,60.0
nofold/s20_on,27,d(item_3),move_to(?target=kitting_table_0),0.0,0.908565,0.9055,80.0
nofold/s20_on,28,d(item_2),move_to(?target=shelf_3),157.1,0.001226,0.001,80.0
nofold/s20_on,28,d(item_3),move_to(?target=kitting_table_0),-0.0,0.908707,0.9055,100.0
nofold/s20_on,29,d(item_2),move_to(?target=shelf_3),196.9,0.001226,0.001,100.0
nofold/s20_on,29,d(item_3),move_to(?target=kitting_table_0),0.0,0.908818,0.9055,120.0
nofold/s20_on,30,d(item_2),move_to(?target=shelf_3),236.7,0.001227,0.001,120.0
nofold/s20_on,30,d(item_3),move_to(?target=kitting_table_0),-0.0,0.9089,0.9055,140.0
nofold/s20_on,31,d(item_2),move_to(?target=shelf_3),276.6,0.001227,0.001,140.0
nofold/s20_on,31,d(item_3),move_to(?target=kitting_table_0),0.0,0.908959,0.9055,160.0
nofold/s20_on,32,d(item_2),move_to(?target=shelf_3),316.5,0.001227,0.001,160.0
nofold/s20_on,32,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909001,0.9055,180.0
nofold/s20_on,33,d(item_2),move_to(?target=shelf_3),356.4,0.001227,0.001,180.0
nofold/s20_on,33,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909029,0.9055,200.0
nofold/s20_on,34,d(item_2),move_to(?target=shelf_3),396.3,0.001227,0.001,200.0
nofold/s20_on,34,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909049,0.9055,220.0
nofold/s20_on,35,d(item_2),move_to(?target=shelf_3),436.2,0.001227,0.001,220.0
nofold/s20_on,35,d(item_3),move_to(?target=kitting_table_0),0.0,0.909063,0.9055,240.0
nofold/s20_on,36,d(item_2),move_to(?target=shelf_3),476.2,0.001227,0.001,240.0
nofold/s20_on,36,d(item_3),move_to(?target=kitting_table_0),0.0,0.909072,0.9055,260.0
nofold/s20_on,37,d(item_2),move_to(?target=shelf_3),516.1,0.001227,0.001,260.0
nofold/s20_on,37,d(item_3),move_to(?target=kitting_table_0),0.0,0.909078,0.9055,280.0
nofold/s20_on,38,d(item_2),move_to(?target=shelf_3),556.1,0.001227,0.001,280.0
nofold/s20_on,38,d(item_3),move_to(?target=kitting_table_0),0.0,0.909082,0.9055,300.0
nofold/s20_on,39,d(item_2),move_to(?target=shelf_3),596.1,0.001227,0.001,300.0
nofold/s20_on,39,d(item_3),move_to(?target=kitting_table_0),0.0,0.909085,0.9055,320.0
nofold/s20_on,40,d(item_2),move_to(?target=shelf_3),636.0,0.001227,0.001,320.0
nofold/s20_on,40,d(item_3),move_to(?target=kitting_table_0),0.0,0.909087,0.9055,340.0
nofold/s20_on,41,d(item_2),move_to(?target=shelf_3),676.0,0.001227,0.001,340.0
nofold/s20_on,41,d(item_3),move_to(?target=kitting_table_0),0.0,0.909088,0.9055,360.0
nofold/s20_on,42,d(item_2),move_to(?target=shelf_3),716.0,0.001227,0.001,360.0
nofold/s20_on,42,d(item_3),move_to(?target=kitting_table_0),0.0,0.909089,0.9055,380.0
nofold/s20_on,43,d(item_2),move_to(?target=shelf_3),755.9,0.001227,0.001,380.0
nofold/s20_on,43,d(item_3),move_to(?target=kitting_table_0),-0.0,0.90909,0.9055,400.0
nofold/s20_on,44,d(item_2),move_to(?target=shelf_3),795.9,0.001227,0.001,400.0
nofold/s20_on,44,d(item_3),move_to(?target=kitting_table_0),-0.0,0.90909,0.9055,420.0
nofold/s20_on,45,d(item_2),move_to(?target=shelf_3),835.9,0.001227,0.001,420.0
nofold/s20_on,45,d(item_3),move_to(?target=kitting_table_0),0.0,0.90909,0.9055,440.0
nofold/s20_on,46,d(item_2),move_to(?target=shelf_3),875.9,0.001227,0.001,440.0
nofold/s20_on,46,d(item_3),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,460.0
nofold/s20_on,47,d(item_2),move_to(?target=shelf_3),915.9,0.001227,0.001,460.0
nofold/s20_on,47,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9055,480.0
nofold/s20_on,48,d(item_2),move_to(?target=shelf_3),955.9,0.001227,0.001,480.0
nofold/s20_on,48,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9055,500.0
nofold/s20_on,49,d(item_2),move_to(?target=shelf_3),995.8,0.001227,0.001,500.0
nofold/s20_on,49,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9055,520.0
nofold/s20_on,50,d(item_2),move_to(?target=shelf_3),1035.8,0.001227,0.001,520.0
nofold/s20_on,50,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9055,540.0
nofold/s20_on,51,d(item_2),move_to(?target=shelf_3),1075.8,0.001227,0.001,540.0
nofold/s20_on,51,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9055,560.0
nofold/s20_on,52,d(item_2),move_to(?target=shelf_3),1115.8,0.001227,0.001,560.0
nofold/s20_on,52,d(item_3),"place(?item=item_3,?target=kitting_table_0)",,0.909091,0.9055,0.0
nofold/s20_on,53,d(item_2),move_to(?target=shelf_3),1115.8,0.001227,0.001,560.0
nofold/s20_on,53,d(item_3),"place(?item=item_3,?target=kitting_table_0)",,0.909091,0.9055,0.0
nofold/s20_on,54,d(item_2),move_to(?target=item_2),0.0,0.5,0.498,0.0
nofold/s20_on,55,d(item_2),move_to(?target=item_2),0.0,0.5,0.498,0.0
nofold/s20_on,56,d(item_2),move_to(?target=item_2),0.0,0.5,0.498,0.0
nofold/s20_on,57,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,20.0
nofold/s20_on,58,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,40.0
nofold/s20_on,59,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,60.0
nofold/s20_on,60,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,80.0
nofold/s20_on,61,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,100.0
nofold/s20_on,62,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,120.0
nofold/s20_on,63,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,140.0
nofold/s20_on,64,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,160.0
nofold/s20_on,65,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,180.0
nofold/s20_on,66,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,200.0
nofold/s20_on,67,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,220.0
nofold/s20_on,68,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,240.0
nofold/s20_on,69,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,260.0
nofold/s20_on,70,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,280.0
nofold/s20_on,71,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,300.0
nofold/s20_on,72,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,320.0
nofold/s20_on,73,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,340.0
nofold/s20_on,74,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,360.0
nofold/s20_on,75,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,380.0
nofold/s20_on,76,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,400.0
nofold/s20_on,77,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,420.0
nofold/s20_on,78,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,440.0
nofold/s20_on,79,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,460.0
nofold/s20_on,80,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,480.0
nofold/s20_on,81,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,500.0
nofold/s20_on,82,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,520.0
nofold/s20_on,83,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,540.0
nofold/s20_on,84,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,560.0
nofold/s20_on,85,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,580.0
nofold/s20_on,86,d(item_2),move_to(?target=item_2),0.0,0.909091,0.9055,600.0
nofold/s20_on,87,d(item_2),pick_up(?item=item_2),,0.909091,0.9055,0.0
nofold/s20_on,88,d(item_2),pick_up(?item=item_2),,0.909091,0.9055,0.0
nofold/s20_on,89,d(item_2),move_to(?target=kitting_table_0),0.0,0.5,0.498,0.0
nofold/s20_on,90,d(item_2),move_to(?target=kitting_table_0),0.0,0.5,0.498,0.0
nofold/s20_on,91,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,20.0
nofold/s20_on,92,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,40.0
nofold/s20_on,93,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,60.0
nofold/s20_on,94,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,80.0
nofold/s20_on,95,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,100.0
nofold/s20_on,96,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,120.0
nofold/s20_on,97,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,140.0
nofold/s20_on,98,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,160.0
nofold/s20_on,99,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,180.0
nofold/s20_on,100,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,200.0
nofold/s20_on,101,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,220.0
nofold/s20_on,102,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,240.0
nofold/s20_on,103,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,260.0
nofold/s20_on,104,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,280.0
nofold/s20_on,105,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,300.0
nofold/s20_on,106,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,320.0
nofold/s20_on,107,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,340.0
nofold/s20_on,108,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,360.0
nofold/s20_on,109,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,380.0
nofold/s20_on,110,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,400.0
nofold/s20_on,111,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,420.0
nofold/s20_on,112,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,440.0
nofold/s20_on,113,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,460.0
nofold/s20_on,114,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,480.0
nofold/s20_on,115,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,500.0
nofold/s20_on,116,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,520.0
nofold/s20_on,117,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,540.0
nofold/s20_on,118,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,560.0
nofold/s20_on,119,d(item_2),move_to(?target=kitting_table_0),0.0,0.909091,0.9055,580.0
nofold/s20_on,120,d(item_2),"place(?item=item_2,?target=kitting_table_0)",,0.909091,0.9055,0.0
nofold/s20_on,121,d(item_2),"place(?item=item_2,?target=kitting_table_0)",,0.909091,0.9055,0.0
nofold/s30_off,0,d(item_2),move_to(?target=item_2),7.1,0.200756,0.1936,20.0
nofold/s30_off,0,d(item_3),move_to(?target=item_3),-0.0,0.200756,0.2008,20.0
nofold/s30_off,0,d(item_4),move_to(?target=item_4),2.8,0.200756,0.1979,20.0
nofold/s30_off,0,d(item_6),move_to(?target=item_6),8.5,0.200756,0.1922,20.0
nofold/s30_off,0,d(item_7),move_to(?target=item_7),5.3,0.200756,0.1955,20.0
nofold/s30_off,1,d(item_2),move_to(?target=item_2),14.7,0.205975,0.1909,40.0
nofold/s30_off,1,d(item_3),move_to(?target=item_3),0.0,0.205975,0.206,40.0
nofold/s30_off,1,d(item_4),move_to(?target=item_4),5.8,0.205975,0.2,40.0
nofold/s30_off,1,d(item_6),move_to(?target=item_6),17.7,0.205975,0.1878,40.0
nofold/s30_off,1,d(item_7),move_to(?target=item_7),10.8,0.205975,0.1948,40.0
nofold/s30_off,2,d(item_2),move_to(?target=item_2),22.7,0.211811,0.1879,60.0
nofold/s30_off,2,d(item_3),move_to(?target=item_3),-0.0,0.211811,0.2118,60.0
nofold/s30_off,2,d(item_4),move_to(?target=item_4),9.0,0.211811,0.2022,60.0
nofold/s30_off,2,d(item_6),move_to(?target=item_6),27.7,0.211811,0.1827,60.0
