step,segment,human_task,human_action,human_action_index,human_micro,human_x,human_y,human_holding,robot_task,robot_holding,ir_called,most_likely,confidence,p_item_3,p_item_6,p_item_4,p_item_7,p_item_5,p_ac_activation,p_coffee_break,p_unknown
116,seg1_deliver_item_3,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",place,4,,-24.6,485.8,,deliver_item,item_4,True,item_3,0.2941,0.2941,0.1793,0.1403,0.0673,0.2087,0.0368,0.0368,0.0368
117,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),,4,,-24.6,485.8,,deliver_item,item_4,True,item_3,0.2941,0.2941,0.1793,0.1403,0.0673,0.2087,0.0368,0.0368,0.0368
118,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-25.0,465.8,,deliver_item,item_4,True,item_5,0.3188,0.1399,0.2534,0.1731,0.0642,0.3188,0.0169,0.0169,0.0169
119,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-25.4,445.8,,deliver_item,item_4,True,item_5,0.3189,0.14,0.2534,0.173,0.0642,0.3189,0.0169,0.0169,0.0169
120,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-25.8,425.8,,deliver_item,item_4,True,item_5,0.3189,0.14,0.2535,0.1728,0.0642,0.3189,0.0169,0.0169,0.0169
121,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-26.2,405.8,,deliver_item,item_4,True,item_5,0.319,0.14,0.2535,0.1726,0.0642,0.319,0.0169,0.0169,0.0169
122,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-26.7,385.8,,deliver_item,item_4,True,item_5,0.3191,0.1401,0.2536,0.1724,0.0643,0.3191,0.0169,0.0169,0.0169
123,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-27.1,365.8,,deliver_item,item_4,True,item_5,0.3192,0.1401,0.2537,0.1721,0.0643,0.3192,0.0169,0.0169,0.0169
124,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-27.5,345.8,,deliver_item,item_4,True,item_5,0.3193,0.1401,0.2537,0.1719,0.0643,0.3193,0.0169,0.0169,0.0169
125,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-27.9,325.8,,deliver_item,item_4,True,item_5,0.3194,0.1402,0.2538,0.1716,0.0643,0.3194,0.0169,0.0169,0.0169
126,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-28.3,305.8,,deliver_item,item_4,True,item_5,0.3195,0.1402,0.2539,0.1713,0.0643,0.3195,0.0169,0.0169,0.0169
127,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-28.8,285.8,,deliver_item,item_4,True,item_5,0.3197,0.1403,0.254,0.1709,0.0644,0.3197,0.0169,0.0169,0.0169
128,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-29.2,265.8,,deliver_item,item_4,True,item_5,0.3198,0.1404,0.2541,0.1706,0.0644,0.3198,0.0169,0.0169,0.0169
129,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-29.6,245.8,,deliver_item,item_4,True,item_5,0.32,0.1404,0.2543,0.1701,0.0644,0.32,0.0169,0.0169,0.0169
130,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-30.0,225.8,,deliver_item,item_4,True,item_5,0.3202,0.1405,0.2544,0.1696,0.0645,0.3202,0.0169,0.0169,0.0169
131,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-30.4,205.8,,deliver_item,item_4,True,item_5,0.3204,0.1406,0.2546,0.169,0.0645,0.3204,0.0169,0.0169,0.0169
132,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-30.9,185.8,,deliver_item,item_4,True,item_5,0.3207,0.1407,0.2548,0.1683,0.0646,0.3207,0.017,0.017,0.017
133,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-31.3,165.8,,deliver_item,item_4,True,item_5,0.321,0.1409,0.2551,0.1675,0.0646,0.321,0.017,0.017,0.017
134,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-31.7,145.8,,deliver_item,item_4,True,item_5,0.3213,0.141,0.2554,0.1666,0.0647,0.3213,0.017,0.017,0.017
135,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-32.1,125.9,,deliver_item,item_4,True,item_5,0.3218,0.1412,0.2557,0.1654,0.0648,0.3218,0.017,0.017,0.017
136,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-32.5,105.9,,deliver_item,item_4,True,item_5,0.3223,0.1415,0.2562,0.164,0.0649,0.3223,0.017,0.017,0.017
137,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-33.0,85.9,,deliver_item,item_4,True,item_5,0.323,0.1418,0.2567,0.1621,0.0651,0.323,0.0171,0.0171,0.0171
138,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-33.4,65.9,,deliver_item,item_4,True,item_5,0.324,0.1422,0.2575,0.1597,0.0652,0.324,0.0171,0.0171,0.0171
139,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-33.8,45.9,,deliver_item,item_4,True,item_5,0.3253,0.1428,0.2585,0.1564,0.0655,0.3253,0.0172,0.0172,0.0172
140,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-34.2,25.9,,deliver_item,item_4,True,item_5,0.3271,0.1436,0.26,0.1516,0.0659,0.3271,0.0173,0.0173,0.0173
141,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-34.6,5.9,,deliver_item,item_4,True,item_5,0.3301,0.1449,0.2623,0.144,0.0665,0.3301,0.0175,0.0175,0.0175
142,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-35.1,-14.1,,deliver_item,item_4,True,item_5,0.3618,0.0794,0.2876,0.1409,0.0729,0.3618,0.0191,0.0191,0.0191
143,seg2_coffee,coffee_break(?coffee_machine=coffee_machine_0),move_to,0,step,-35.5,-34.1,,deliver_item,item_4,True,item_5,0.3743,0.0821,0.2974,0.1114,0.0754,0.3743,0.0198,0.0198,0.0198
